valor,area_primeiro_andar,existe_segundo_andar,area_quintal,dist_metro,dist_parque
955000,84.45,1,24.53,1.941,14.553
675000,70.23,1,21.07,2.217,8.565
1750000,196.3,0,58.78,0.911,14.857
440000,48.77,1,14.63,2.101,3.946
727500,97.83,0,29.35,3.148,10.594
745000,79.06,1,21.63,1.629,8.287
487500,84.73,1,25.42,1.58,12.989
835000,138.05,0,41.42,3.298,3.67
989500,106.1,1,22.1,1.563,9.463
2010000,156.63,1,45.4,0.652,13.453
550000,129.32,0,38.8,2.991,7.912
687500,109.72,0,31.72,5.355,8.24
2115000,194.82,0,57.89,0.882,2.918
1152500,135.08,1,39.19,0.803,4.628
645000,136.1,1,28.46,2.686,5.937
967500,155.98,0,39.24,1.839,13.354
840000,133.5,0,33.11,4.045,2.118
687500,109.63,0,19.51,6.352,1.516
867500,68.56,1,20.57,2.164,10.285
518000,64.75,1,18.73,2.79,13.445
825000,112.23,0,33.67,2.985,13.694
1287500,170.85,0,41.17,1.958,8.975
700000,105.54,0,31.66,2.432,4.894
742500,79.43,1,23.83,2.414,10.274
435000,101.73,1,30.52,7.22,7.223
547500,73.58,0,21.4,4.895,9.792
1862500,190.08,0,57.02,0.604,3.761
642500,91.79,0,27.54,3.422,1.894
715000,85.75,0,25.72,2.491,13.738
797170,78.78,1,22.1,3.314,12.798
865000,119.94,0,35.98,1.761,3.107
1425000,154.96,0,45.32,0.223,2.494
1105000,111.02,1,33.31,1.003,12.594
1037500,110.55,1,33.17,1.451,10.92
1139375,81.2,1,24.36,1.594,7.281
744000,51.19,1,15.36,1.291,12.879
1960000,131.83,0,39.55,0.616,12.439
973500,126.53,0,37.96,2.56,12.529
705000,78.78,0,23.63,2.554,13.796
3775000,227.05,1,68.12,0.145,12.329
1675000,115.01,1,33.72,1.687,1.028
542400,99.68,0,29.91,4.848,9.96
707500,99.13,1,25.84,4.576,2.321
880000,105.63,0,30.99,2.438,13.524
445000,57.23,0,17.17,4.322,12.53
617500,106.65,0,27.31,4.867,9.49
692500,83.06,0,24.92,3.85,0.144
980000,129.23,0,38.77,1.545,10.622
1562500,167.23,0,50.17,0.824,5.151
700000,108.14,0,32.44,1.908,10.647
1809595,117.43,1,34.39,0.913,14.466
700000,95.88,1,10.03,3.143,10.076
1065000,137.87,0,41.05,1.166,6.466
275000,34.56,1,0.0,5.923,12.284
1510000,169.46,0,45.79,1.749,3.518
1270000,123.0,0,36.9,0.785,5.921
897700,67.63,1,20.29,1.289,12.44
549500,83.98,0,24.41,3.249,9.001
260000,67.73,0,7.53,9.377,4.675
513880,79.8,1,23.94,7.099,6.609
945000,114.08,0,34.23,0.971,6.104
645000,89.19,0,26.76,6.501,2.264
652500,67.35,1,20.21,2.241,0.199
825000,125.42,0,29.65,1.621,4.473
797500,146.42,1,20.01,1.04,5.519
785000,109.44,0,32.78,3.864,13.468
1705000,123.1,1,36.54,1.322,7.825
642500,90.21,0,27.06,3.501,10.045
1375000,161.84,0,48.55,0.546,13.144
715000,78.78,0,23.63,2.943,2.41
622500,80.27,0,24.08,7.508,3.485
675000,92.62,1,26.23,6.726,2.987
1600000,157.75,0,47.32,0.485,3.477
602500,80.27,0,24.08,7.999,1.877
1110000,156.08,0,24.53,2.508,4.314
972500,114.46,0,34.34,1.27,13.827
550000,165.0,0,44.15,3.08,13.592
515000,78.78,0,21.74,7.269,10.608
1182500,150.13,0,44.45,0.735,8.22
937500,106.47,0,24.19,1.652,11.446
1112500,107.12,1,32.14,1.916,14.385
657000,106.28,0,24.08,3.363,10.565
540000,88.07,0,26.42,4.171,11.228
815000,81.75,1,24.53,1.635,2.779
467500,96.62,0,0.0,8.983,6.336
1199500,83.71,1,24.89,0.546,8.365
895000,111.48,0,33.45,3.696,9.783
950000,80.27,1,24.08,1.333,3.9
660000,71.35,1,7.36,4.34,6.759
710000,84.73,0,25.42,2.787,10.334
895000,125.33,0,37.6,1.33,6.07
875000,136.01,0,14.49,4.387,12.256
900000,124.21,0,37.26,0.644,4.359
1499000,109.16,1,31.83,0.973,5.608
1180000,91.04,1,26.53,1.814,9.425
1329895,122.63,1,34.56,1.55,3.66
1302000,159.79,0,47.94,1.455,13.345
490000,101.08,1,0.0,5.944,5.544
482500,73.58,1,16.05,5.97,5.219
810000,61.32,1,18.39,1.97,1.979
1085000,138.8,0,41.22,2.106,7.354
1377500,96.43,1,28.71,0.757,7.292
780000,95.32,0,28.6,2.982,6.668
862500,68.93,1,20.32,2.486,6.809
1060000,80.45,1,24.14,0.771,3.722
794500,62.43,1,18.73,2.12,1.911
897000,70.33,1,20.74,1.188,13.112
1450000,123.38,1,36.73,0.681,12.689
637500,80.27,0,24.08,2.635,11.414
500000,120.87,0,31.91,4.251,10.971
1076000,70.98,1,21.07,1.76,14.485
1685000,117.8,1,34.89,0.602,2.817
1350000,138.8,0,41.64,0.775,1.719
1320660,139.91,0,41.75,0.478,13.981
982500,91.04,1,27.31,1.438,8.602
800000,91.32,1,27.4,2.547,8.578
1084185,170.57,0,51.84,1.121,8.231
2690000,157.01,1,45.99,0.987,11.037
674500,79.71,0,23.91,4.218,10.282
510000,113.34,0,23.3,5.718,11.381
535000,103.77,0,28.68,1.738,8.192
572500,84.73,0,25.42,4.102,11.576
1975000,183.3,0,53.93,0.776,10.289
810000,111.86,0,33.56,1.64,12.647
1107500,149.95,0,44.98,1.992,11.843
712500,83.06,0,24.08,4.826,2.79
720000,187.66,0,0.0,3.923,10.889
675000,93.27,0,27.17,1.676,10.403
880000,116.41,0,34.48,1.832,11.008
879500,75.25,1,21.21,2.248,7.214
935500,132.85,0,39.38,1.717,9.304
827500,103.12,0,30.57,4.018,13.391
640000,68.93,1,20.68,1.91,4.089
807500,124.68,0,38.24,2.752,10.537
695000,89.74,1,19.12,4.96,12.911
1165000,88.82,1,26.64,1.244,3.068
539500,83.71,0,25.11,6.654,9.381
937500,90.67,1,23.19,2.075,9.181
801000,106.37,0,31.91,1.922,14.81
734000,98.66,0,28.68,2.262,8.414
1348950,104.7,1,31.13,1.879,4.32
1125000,138.98,0,41.69,0.932,2.459
972500,100.89,1,19.84,1.276,9.353
855000,82.5,1,18.12,2.685,2.999
717500,119.38,0,18.39,2.122,2.86
550000,71.81,0,21.54,4.868,7.507
2425000,182.65,1,53.68,0.352,12.363
875000,91.14,1,20.37,4.641,10.584
1000000,57.23,1,17.17,1.924,10.542
549500,111.11,0,33.33,5.896,1.715
945000,67.63,1,20.29,1.587,14.502
2914665,161.09,1,48.33,0.5,12.205
590000,104.79,0,26.09,3.979,8.372
1138400,132.67,0,39.49,1.149,2.057
677500,91.04,0,27.31,4.077,14.268
1117500,99.59,1,36.9,3.69,9.463
799750,100.89,0,28.54,4.104,10.92
530000,99.87,1,23.66,4.087,10.334
905000,121.61,0,28.99,2.183,8.793
722500,78.78,0,23.63,1.983,6.748
279965,96.99,0,15.05,3.377,11.688
789500,133.97,0,40.19,2.546,2.253
580000,63.73,1,19.12,4.144,4.822
1124500,154.31,0,45.96,1.234,8.872
685000,93.65,0,28.09,4.551,7.421
1355000,156.91,0,43.7,0.522,8.046
775000,97.73,0,28.15,2.617,8.902
1120000,126.16,0,37.85,1.705,2.52
915000,74.14,1,22.24,1.811,3.376
465000,86.96,0,26.09,6.158,1.064
1125000,78.69,1,23.61,1.664,10.322
697500,87.7,1,21.68,2.731,9.984
1163000,138.33,0,41.5,0.99,1.274
1925000,193.61,0,57.92,0.15,1.193
547500,72.84,0,21.85,3.074,5.58
945000,133.22,0,40.52,1.502,12.118
925000,107.77,1,28.23,4.18,11.423
737000,48.31,1,16.72,1.87,3.581
830000,129.32,0,38.8,2.811,7.389
755000,48.31,1,16.72,1.44,9.136
1185000,87.42,1,26.23,1.526,12.101
835000,140.84,0,42.25,2.185,3.595
699750,106.28,0,31.88,4.445,3.881
640000,99.13,0,29.74,6.23,11.773
767500,144.84,0,43.45,4.31,10.727
500000,44.87,1,13.46,1.732,5.263
720000,102.1,0,30.63,3.939,4.442
652500,71.35,1,21.4,4.938,7.254
700000,75.25,1,18.73,2.008,1.488
787500,89.0,1,18.12,4.385,9.735
874500,108.23,0,31.41,2.475,12.026
705000,167.23,0,50.17,4.704,12.641
769500,81.38,1,24.41,4.705,14.643
855000,158.03,0,38.74,4.719,0.185
1065000,93.46,1,20.62,1.38,1.766
667500,80.27,0,24.08,3.633,11.618
1200000,121.42,1,25.28,2.578,11.905
935000,101.64,1,14.72,2.639,11.19
657500,78.78,0,23.63,2.809,4.17
1075000,135.27,0,35.48,0.518,7.718
820000,85.28,1,25.59,1.068,14.311
790000,134.24,0,31.41,2.447,9.459
850000,165.27,0,49.14,4.842,14.455
635000,96.62,0,28.99,4.995,12.441
735000,95.32,0,26.2,2.62,9.385
870000,65.22,1,19.57,2.151,12.486
760000,127.28,0,30.38,1.098,7.595
1250000,140.47,1,29.38,2.451,0.57
949750,84.73,1,25.42,1.873,8.7
657500,96.53,0,28.96,3.887,3.791
760000,101.91,0,28.99,2.541,5.297
662500,106.65,0,32.0,4.807,2.212
1252900,127.46,0,38.24,1.046,8.348
742500,93.09,0,27.93,4.592,11.823
1244500,152.92,0,45.65,0.647,14.983
645000,104.05,0,28.99,6.125,11.516
845000,143.72,1,0.0,3.291,11.432
1180000,98.66,1,29.26,1.531,11.672
547500,83.06,0,24.92,4.132,1.232
1002500,74.69,1,22.41,2.689,9.602
580000,84.54,0,2.93,3.34,13.769
665000,96.25,0,23.19,3.158,10.223
332500,62.8,1,18.84,4.742,13.159
1517385,110.0,1,33.0,0.81,11.223
661250,96.62,0,29.65,5.722,13.343
1750000,135.82,1,40.75,0.474,6.932
740000,107.3,0,30.91,3.286,4.168
682500,80.27,0,24.08,3.922,5.871
785000,101.26,0,30.38,3.508,11.189
937500,110.28,1,32.22,1.255,3.862
890000,75.07,1,22.52,1.514,3.956
592500,88.63,1,22.16,7.414,14.463
500000,82.87,0,24.86,4.802,1.621
1644500,158.77,0,47.32,0.403,2.433
725000,159.05,0,45.32,3.316,12.267
677500,81.01,1,22.74,3.883,10.253
1340000,205.97,0,61.79,0.673,13.321
747500,139.82,0,41.95,2.381,11.857
614500,62.43,1,18.73,4.278,12.544
862500,85.28,1,25.59,2.136,11.297
772500,99.22,0,29.52,1.875,4.775
825000,128.48,0,38.55,4.691,1.672
594290,142.61,0,0.0,3.398,1.739
700000,91.32,1,21.74,2.077,11.736
532500,88.35,0,26.51,6.45,3.896
714765,104.05,1,0.0,3.474,11.305
3058285,219.62,0,64.94,0.372,7.407
675000,114.83,0,25.42,4.15,11.32
550000,79.71,0,23.91,7.978,6.677
765000,121.33,0,27.65,3.59,1.333
900000,74.97,1,21.82,1.978,5.25
1200000,155.15,0,46.54,1.658,4.577
627500,83.8,0,24.41,3.549,14.974
640000,98.76,0,29.43,4.132,1.634
1275000,151.99,0,45.23,0.843,11.791
1250000,94.76,1,28.34,1.745,2.877
655000,83.8,0,24.08,3.098,5.63
870000,68.93,1,20.68,2.41,10.928
771500,102.66,1,30.8,3.993,11.121
717500,117.8,0,35.34,4.808,1.449
440000,94.3,0,21.4,3.572,4.971
725000,93.0,1,27.9,4.598,5.169
868665,56.86,1,17.06,2.411,10.033
375000,50.73,1,15.22,6.057,8.172
176555,44.59,0,13.38,11.273,7.389
675000,114.18,0,31.61,6.863,1.19
1190000,84.73,1,30.77,1.678,7.161
882500,131.36,0,33.0,2.581,7.461
1005000,86.96,1,25.86,2.489,2.995
729500,118.17,1,35.45,4.677,11.127
849950,122.26,0,36.68,2.442,1.716
965000,150.22,0,44.7,2.855,6.356
1037500,156.63,0,46.99,2.47,2.78
875000,104.61,0,31.38,3.618,6.016
1425000,114.64,1,32.92,0.72,2.227
880000,102.01,1,23.19,1.58,11.131
1182500,166.11,0,48.86,0.866,9.385
1110000,92.25,1,26.87,1.09,14.181
1005000,136.2,0,40.86,0.648,5.311
587500,85.94,0,25.78,4.495,2.609
1600000,176.98,0,53.09,0.253,3.809
950000,139.35,0,41.81,1.132,11.316
1210000,192.22,0,16.3,1.539,0.618
399500,69.4,0,16.72,7.914,14.368
924500,111.48,0,32.78,1.531,4.596
1265000,103.4,1,31.02,1.913,9.979
1198995,129.23,1,38.77,1.83,2.517
1222000,112.13,1,28.76,1.257,9.102
754500,160.54,0,48.16,2.737,11.763
1070000,94.95,1,27.65,1.482,4.004
750000,133.78,0,40.13,7.419,4.966
715000,151.62,0,45.49,4.493,8.961
687500,124.86,0,22.83,2.008,14.89
624500,110.37,1,30.32,3.23,4.703
715000,106.28,0,31.88,4.926,11.391
1350000,151.34,0,45.04,0.57,8.549
962500,86.96,1,26.09,1.967,14.822
987500,128.3,0,32.36,2.79,4.84
645000,80.27,0,24.08,4.448,12.867
599500,89.65,0,23.08,4.96,1.426
669500,71.35,0,21.4,4.935,14.155
860000,108.51,1,21.85,4.609,1.695
637500,91.04,0,26.34,2.049,5.597
725000,90.95,1,27.29,2.686,4.165
620000,52.12,1,15.64,1.521,4.918
660000,98.2,0,29.46,4.073,13.343
925000,124.21,0,37.26,1.455,3.951
775000,64.66,1,19.4,1.673,9.15
582500,79.71,0,23.91,4.345,9.417
1360000,143.26,1,37.07,2.377,1.059
775000,74.69,1,22.41,2.734,11.707
1195000,167.23,0,50.17,0.482,14.531
1074500,76.55,1,22.77,1.108,8.269
894500,72.74,1,21.82,1.851,1.8
800000,90.67,1,20.29,3.05,5.225
675000,102.01,0,30.6,4.768,9.058
189500,55.74,1,16.72,9.123,14.496
700000,101.73,0,16.39,2.873,11.471
675000,66.89,1,20.07,5.664,5.011
865000,70.98,1,21.29,1.063,2.972
497500,85.28,0,25.59,2.736,11.254
910000,132.67,0,39.8,1.909,7.886
837500,105.54,1,20.29,1.302,1.982
825000,62.52,1,18.76,1.408,12.411
427500,80.73,0,12.26,5.419,5.332
999500,115.29,0,34.59,1.946,11.69
550000,83.06,0,24.92,5.913,11.732
695000,104.14,0,31.24,3.985,11.577
892000,92.81,0,26.31,1.097,4.446
1680000,118.54,1,34.14,0.944,7.876
799475,117.62,0,35.28,1.136,13.471
1279500,106.75,1,31.44,0.727,4.966
630000,120.96,1,0.0,4.341,2.27
625000,108.14,0,32.44,4.486,1.777
585000,93.0,1,13.52,2.919,11.266
1975960,180.23,0,53.79,0.326,7.806
975000,103.87,1,23.63,2.613,11.081
985000,72.28,1,21.46,1.155,14.024
1740000,130.71,1,38.91,0.707,9.08
840000,85.1,1,25.53,0.55,13.278
935000,94.76,1,22.91,2.234,13.358
869500,69.68,1,20.9,2.112,10.632
1687500,159.61,0,47.38,0.195,1.8
608000,71.91,1,20.82,5.098,10.539
682500,97.55,0,29.26,3.741,9.503
925000,133.97,0,40.19,2.165,0.611
455000,100.06,0,28.07,9.901,14.928
1030000,112.23,0,33.08,1.855,1.684
410000,87.7,0,0.0,8.199,13.599
430000,64.2,0,19.26,4.371,14.107
1160000,146.23,0,43.87,0.772,2.077
684525,156.08,0,46.82,4.956,10.728
905000,139.73,0,37.51,1.359,9.066
749500,91.51,0,27.45,3.796,4.475
817500,153.94,0,46.18,1.785,1.994
440000,50.73,1,15.22,5.366,10.032
1200000,158.86,0,47.66,1.848,8.214
510000,93.65,0,28.09,3.909,4.733
675000,66.89,1,20.07,4.326,9.146
500000,154.59,0,0.0,4.283,9.512
825000,83.61,1,16.78,2.396,11.236
425000,94.95,0,28.48,3.043,11.181
596000,100.52,0,30.16,2.68,14.197
1135000,75.25,1,22.58,0.622,2.207
1015000,139.73,0,41.92,1.126,7.718
937500,126.35,0,34.0,0.782,6.472
800000,74.51,1,10.7,1.069,12.096
1067450,139.91,0,37.96,1.765,4.151
880000,105.17,0,31.55,5.621,5.452
970000,113.34,0,33.42,1.216,4.922
435000,84.73,1,25.42,4.739,5.421
955000,139.73,0,37.51,1.329,14.127
1435000,269.23,0,43.62,0.574,13.385
562500,81.94,0,24.58,4.801,14.692
837500,117.43,0,35.34,3.006,10.699
1465385,152.92,0,45.65,0.929,7.199
525000,89.93,1,21.4,3.289,12.157
590000,62.43,1,18.73,1.695,9.842
800000,88.07,1,19.12,3.501,7.286
985000,156.73,1,22.97,1.174,6.133
1550000,125.6,1,37.29,0.831,13.243
1150000,153.66,0,46.1,1.026,14.991
598750,88.63,0,25.64,3.03,10.509
420000,78.5,0,0.0,7.37,11.467
1577500,150.5,0,45.15,0.271,10.695
1435000,98.01,1,29.4,0.662,12.267
485000,74.14,1,15.22,5.523,9.013
400000,58.53,0,17.56,5.157,14.249
775000,167.5,0,31.61,4.483,3.646
865000,74.32,1,22.3,2.289,11.294
980000,121.33,0,36.4,2.618,7.741
1311400,142.33,1,41.11,1.476,5.46
1390000,234.49,0,70.35,0.889,1.693
698000,161.0,0,0.0,9.026,1.636
2782905,185.06,1,55.52,0.233,13.665
725000,91.97,0,27.59,4.008,12.122
575000,164.53,0,0.0,4.891,3.136
424500,86.4,0,0.0,5.13,13.424
882425,120.96,0,36.29,1.783,5.841
1000705,122.26,0,36.68,1.867,11.175
825000,104.7,1,22.74,2.282,12.136
722500,141.77,0,33.89,3.916,12.346
1275000,101.36,1,29.68,0.982,11.538
900000,141.49,0,33.25,1.591,6.711
929250,126.72,0,38.02,1.479,6.313
1240000,90.95,1,27.12,1.402,8.072
1675000,104.98,1,30.77,0.406,2.594
1100000,101.82,1,23.8,2.235,14.73
1067500,124.3,0,37.29,0.955,8.093
405000,83.06,0,24.92,8.147,9.684
450000,132.11,1,18.45,3.162,8.952
552500,102.47,0,30.74,2.412,12.504
770000,107.21,0,32.16,3.131,10.845
1640000,121.33,1,36.4,1.275,14.427
890000,74.23,1,22.27,2.45,14.911
839500,74.14,1,21.74,2.323,7.158
757000,119.94,1,26.25,1.988,7.313
675000,82.96,0,23.55,4.989,14.879
675000,97.36,0,29.21,4.061,12.072
770000,77.02,1,20.26,2.181,2.516
457500,93.09,1,22.58,4.211,14.038
797500,64.85,1,19.23,1.649,13.19
970000,115.2,0,34.56,1.702,5.368
1097500,89.19,1,22.3,1.853,5.853
850000,101.82,1,22.19,4.302,5.711
694000,101.82,0,30.55,4.538,3.667
779500,78.78,0,23.63,2.581,9.363
630000,91.97,0,27.59,3.43,1.136
725000,116.87,0,35.06,2.177,9.642
665000,96.62,0,28.99,3.457,10.582
960000,135.55,0,40.66,1.339,6.751
800000,116.22,0,34.87,2.18,3.091
937500,64.2,1,19.26,2.124,12.625
735000,92.53,0,26.09,1.643,3.859
417500,50.73,1,15.22,6.28,1.586
1260000,100.52,1,30.16,0.833,12.305
687500,90.12,1,27.03,1.374,1.55
985000,115.85,0,34.76,0.576,5.153
464500,96.62,0,0.0,9.846,14.968
800000,57.97,1,16.72,1.067,3.327
682500,129.14,1,32.92,2.748,8.516
730000,111.48,0,24.08,3.186,11.42
645000,86.96,0,26.09,3.193,8.822
882160,122.07,0,36.62,2.608,8.36
635000,71.81,1,19.06,2.718,11.681
850000,101.08,0,29.93,0.778,1.706
640000,70.33,1,18.73,6.759,5.47
785000,148.74,0,35.42,1.562,1.766
300000,40.69,0,8.08,10.659,14.794
597500,88.26,0,26.48,3.244,13.576
675000,105.35,0,28.15,3.707,3.9
797500,110.93,0,18.26,2.498,8.663
530000,58.53,1,17.56,4.501,11.266
1625000,139.35,1,40.78,0.934,8.579
899500,133.97,0,25.36,1.721,11.498
1373625,82.4,1,24.19,1.968,11.781
905000,88.07,1,25.75,2.401,1.791
1400000,170.57,0,51.17,0.676,2.581
940000,71.81,1,21.54,2.367,4.109
1025000,102.01,1,22.38,1.213,4.007
649500,75.81,0,22.74,4.313,2.578
672500,93.65,0,28.09,3.448,5.091
585000,77.39,0,23.22,3.216,7.095
1590000,161.09,0,48.33,0.923,7.095
920500,72.37,1,11.37,0.684,3.3
650000,83.06,0,24.92,4.525,11.114
700000,94.85,1,14.86,4.148,9.777
668500,96.62,0,28.99,4.614,4.824
592000,94.02,0,28.21,2.768,14.805
1064500,144.19,0,43.26,1.975,10.348
560000,89.19,0,18.73,7.455,14.263
590000,64.85,0,19.45,4.227,7.814
819500,75.44,1,10.7,1.643,11.604
575000,93.37,0,28.01,5.079,9.954
870000,144.46,0,38.27,1.929,13.64
1295000,142.14,0,42.64,1.829,5.346
1075000,78.69,1,23.61,1.267,6.666
700000,86.96,0,26.09,3.361,13.878
675000,123.38,1,31.27,7.108,4.504
467500,90.49,0,27.15,3.618,6.912
587500,109.44,1,28.09,2.01,4.652
1197500,106.1,1,31.44,0.503,1.638
845000,85.1,1,25.53,2.805,14.385
510000,91.6,0,26.76,2.349,1.11
595000,95.88,1,28.76,2.101,8.739
470000,72.46,1,21.74,3.284,11.08
980000,145.58,0,43.67,2.45,13.083
720000,108.42,0,25.5,3.061,14.831
695000,88.44,0,26.53,4.492,11.051
987500,101.08,1,21.74,3.43,1.499
2124350,136.2,1,40.86,0.71,13.636
400000,93.46,0,28.04,3.682,3.786
400000,62.43,1,18.73,6.11,9.91
745000,96.8,1,29.04,4.443,5.368
900000,120.59,0,36.18,2.665,13.988
872500,79.9,1,19.62,1.568,1.882
584500,53.14,1,15.94,1.085,9.367
715000,77.3,1,18.12,1.053,12.807
620000,86.59,0,25.98,1.736,14.287
749500,136.2,0,40.86,4.236,3.5
1150000,168.25,0,29.91,2.511,11.17
602500,75.81,0,22.74,1.908,1.114
1009000,83.8,1,24.08,1.662,4.394
1090000,133.5,0,40.05,3.971,6.178
899500,117.52,0,33.97,3.884,9.922
1150000,122.07,0,36.62,1.273,12.013
1175640,146.79,0,44.04,0.877,10.905
925000,87.61,1,25.11,1.671,2.903
730000,79.43,1,23.83,2.145,5.666
1120000,152.36,0,36.12,1.925,1.122
645000,83.06,0,24.92,4.357,12.945
544795,116.87,0,33.39,6.46,10.861
970000,133.04,0,37.9,4.334,10.92
1165850,139.54,0,41.86,1.045,11.049
1226750,157.38,0,47.21,0.698,9.909
865000,89.09,1,26.73,2.399,2.252
1175000,114.83,1,31.41,1.512,6.641
3125000,170.11,1,53.79,0.13,9.313
855000,103.87,0,30.55,1.817,1.568
815000,117.15,0,35.15,1.706,11.128
859500,58.06,1,17.42,1.256,4.901
1002500,151.99,1,44.54,3.656,5.209
1195000,108.7,1,26.53,1.512,1.885
1425000,197.79,1,46.91,0.874,14.49
597500,85.75,0,24.41,3.351,7.138
575000,75.99,1,22.8,2.07,12.103
774500,76.18,1,20.37,4.407,14.878
465000,104.42,0,0.0,4.001,12.149
1250000,120.59,1,33.89,1.833,12.445
1962500,153.48,0,44.59,0.903,2.814
3725000,223.99,1,66.78,0.107,4.077
600000,104.98,0,31.22,4.724,11.493
933500,146.04,0,43.81,3.085,8.881
524500,88.16,1,21.85,3.037,11.279
475000,94.2,1,27.26,9.842,14.105
1310000,150.87,0,45.26,0.931,10.399
975000,77.2,1,23.16,1.576,13.551
945000,95.5,1,27.7,1.573,13.174
840000,150.69,0,34.81,7.128,10.029
870000,70.98,1,21.63,0.709,2.907
625000,78.22,1,19.57,3.23,8.372
825000,113.71,0,34.11,1.531,8.073
790000,61.59,1,18.48,1.987,7.107
880000,67.63,1,20.29,2.702,14.184
1096050,81.66,1,24.5,1.618,8.465
720000,75.72,1,22.71,1.832,13.145
890000,112.6,0,33.78,1.92,13.461
740000,128.39,0,29.29,5.264,12.013
580250,80.27,0,24.08,7.533,2.13
989500,80.45,1,24.14,1.243,9.627
585000,82.13,1,24.64,4.178,5.969
1065000,151.43,0,45.43,1.524,11.313
767500,99.78,0,29.43,3.792,2.47
1359500,204.01,0,60.15,1.31,1.095
535000,98.11,0,29.43,6.019,10.714
1000000,157.94,0,46.88,2.0,10.161
700000,119.19,0,25.95,3.336,10.065
1450000,154.22,0,46.27,0.755,3.208
945000,98.01,1,29.4,1.671,10.211
820000,100.34,1,15.58,0.755,13.509
565000,62.43,0,18.73,7.718,13.047
725000,89.19,0,18.06,6.048,8.589
672500,92.81,0,25.78,4.455,5.894
625000,83.06,0,24.92,4.638,13.452
560000,122.45,1,0.0,2.723,0.194
1147280,122.07,0,36.23,0.618,12.043
402500,62.43,1,0.0,5.439,7.396
457500,62.43,1,18.73,1.796,2.396
575000,84.73,0,25.42,4.205,6.823
670000,112.51,0,26.53,4.52,11.502
715000,108.51,1,28.99,2.483,12.649
689500,198.44,0,59.53,3.354,6.195
920000,73.21,1,21.96,1.773,2.006
725000,105.72,0,16.39,2.241,11.939
1070000,83.06,1,24.92,2.632,10.631
735000,84.73,0,25.42,4.52,8.927
1836470,158.12,0,47.44,0.335,4.801
635000,140.0,0,29.96,4.848,14.23
950000,126.44,1,37.93,4.129,10.405
662500,110.55,0,30.83,4.271,12.729
509000,113.71,0,0.0,6.874,6.493
710000,110.37,0,33.11,4.728,11.203
650000,95.13,1,26.2,4.254,14.182
694435,82.87,1,20.82,3.302,2.374
877500,70.98,1,21.29,1.068,3.935
975000,78.69,1,23.61,1.442,3.722
712500,106.0,0,31.8,1.954,0.12
1329500,137.87,0,41.14,0.637,11.487
1124500,82.13,1,24.64,1.056,4.995
1241640,156.91,0,47.07,1.507,8.539
850000,108.98,0,29.35,1.31,2.786
2325000,192.87,0,57.86,0.145,8.184
1150000,73.58,1,22.07,0.528,5.144
890000,105.91,1,16.3,2.748,11.132
932500,70.23,1,21.07,1.077,6.109
849500,96.06,0,28.21,2.796,2.454
647500,105.35,1,20.49,2.783,7.749
595000,91.79,0,24.41,4.23,4.457
1220000,196.03,0,58.81,1.507,1.154
858750,130.53,0,39.16,1.463,7.471
650000,81.2,0,24.08,4.109,9.568
1470000,140.84,1,33.22,1.792,11.611
827000,70.61,1,20.79,1.896,11.171
637500,89.09,1,24.64,2.175,1.47
1507500,184.6,0,55.35,0.905,6.628
499500,80.27,0,24.08,4.304,10.665
950000,108.32,0,23.86,1.322,12.937
755000,97.92,0,29.38,2.213,10.114
905000,82.87,1,23.44,1.726,1.852
644500,97.55,0,29.26,3.124,8.928
807500,102.56,1,30.77,5.311,12.44
902500,98.48,1,21.29,2.849,10.44
905000,124.21,0,39.16,2.015,9.859
919500,66.24,1,19.26,1.714,8.954
610000,89.56,1,25.78,1.505,11.98
1892500,187.48,0,55.8,0.252,13.398
1905000,182.83,1,20.29,0.624,7.059
720000,81.2,1,24.36,3.876,11.931
1300000,123.75,1,37.12,1.439,12.869
928750,138.33,0,41.5,2.284,1.397
685000,86.86,0,26.06,3.317,7.158
885000,126.07,0,28.4,2.059,1.447
695000,61.41,1,18.42,3.566,12.514
685000,86.21,1,25.86,3.818,10.213
810000,68.28,1,20.15,2.008,5.575
989500,160.16,0,46.82,2.397,13.565
1185000,104.79,1,31.44,0.895,13.919
342000,64.85,1,19.45,6.942,3.795
1135000,146.14,0,43.84,1.066,8.641
900000,124.4,0,36.48,1.095,5.805
752500,96.62,0,28.99,4.357,11.073
695000,84.73,1,25.42,1.926,7.738
845000,157.84,1,22.41,2.586,11.298
662500,76.64,1,21.74,2.485,10.743
715000,123.38,0,37.01,2.86,11.977
950000,146.97,0,45.26,4.747,5.697
1390000,154.13,0,41.83,0.667,1.087
1405000,104.05,1,30.24,0.791,5.052
902500,107.02,0,32.11,3.283,1.227
597500,58.53,1,17.56,3.7,1.875
537500,128.02,1,27.7,4.935,1.455
814500,77.3,1,23.19,1.698,4.401
575000,80.27,0,24.08,3.784,9.268
692500,97.73,0,29.32,4.19,10.222
775000,104.79,0,31.22,4.876,7.025
700000,99.59,0,15.25,1.964,11.998
800000,435.9,1,170.29,0.138,11.107
770000,115.76,0,34.73,4.583,6.149
1125000,93.37,1,27.26,1.813,11.136
887500,69.96,1,21.49,2.505,13.557
1450000,111.76,1,32.47,0.914,13.814
1160000,150.13,0,45.04,1.739,6.73
650000,90.67,1,27.2,1.685,11.463
1625000,153.48,0,46.04,0.358,11.022
1012500,127.09,0,38.13,1.646,5.47
690000,91.97,0,27.59,3.847,3.72
